Taz_num,TAZ,yosh,in_jerusalem_metropolin,jerusalem_city,sector,hh_total,pop,age0_4,age5_9,age10_14,age15_19,age20_24,age25_29,age30_34,age35_39,age40_44,age45_49,age50_54,age55_59,age60_64,age65_69,age70_74,age75up,emp_tot,indus,com_hotel,business,public,education,agri,student,univ,UO_Hi_Ed,pop_emp_employed
5410.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5402.0,5402.0,0.0,1.0,1.0,Jewish,95.0,95.0,0.0,0.0,0.0,66.5,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2396.375590591609,73.05092238672331,438.3055343203399,876.6110686406797,73.05092238672331,935.3571428571429,0.0,111.0,2000.0,95.0,0.0
5403.0,5403.0,0.0,1.0,1.0,Jewish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2180.844664599832,107.9493760871345,431.797504348538,1403.341889132748,215.898752174269,21.85714285714286,0.0,153.0,0.0,0.0,0.0
5401.0,5401.0,0.0,1.0,1.0,Jewish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2565.610807459187,0.0,481.8650186346945,1686.527565221431,240.9325093173472,156.2857142857143,0.0,44.0,1000.0,0.0,0.0
5405.0,5405.0,0.0,1.0,1.0,Jewish,69.0,69.0,0.0,0.0,0.0,48.3,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1761.408256294857,0.0,350.9016512589714,1228.1557794064,175.4508256294857,6.9,0.0,0.0,0.0,69.0,0.0
5404.0,5404.0,0.0,1.0,1.0,Jewish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2140.147572805005,0.0,420.4152288467153,1471.453300963504,210.2076144233577,38.07142857142857,0.0,214.0,50.0,0.0,0.0
